indx;phi_xy;phi_yz;phi_xz;magn_2
801;-0.294370222;0.925342178;-0.382743501;2665.311767578
802;-0.290120172;0.928850364;-0.379946470;2686.594238281
803;-0.288552398;0.929244613;-0.378257894;2670.430419921
804;-0.294571380;0.931971740;-0.387809610;2679.563964843
805;-0.293898534;0.934696769;-0.388956909;2681.619140625
806;-0.285002374;0.937837600;-0.379937219;2660.490234375
807;-0.288137483;0.940139961;-0.385617065;2681.081054687
808;-0.293228645;0.942143630;-0.393611068;2666.281494140
809;-0.290351104;0.944871520;-0.391947507;2666.079833984
810;-0.287730331;0.949419021;-0.391947507;2698.119140625
811;-0.286830282;0.950320053;-0.391450672;2668.202148437
812;-0.287730331;0.955758666;-0.396708631;2675.223144531
813;-0.286437149;0.958001041;-0.396708631;2691.357666015
814;-0.289923400;0.958950138;-0.402014684;2666.281738281
815;-0.290802936;0.961187267;-0.404891777;2684.826904296
816;-0.282976894;0.966605281;-0.398675556;2682.608398437
817;-0.288621444;0.964387607;-0.404478406;2671.160400390
818;-0.287330894;0.969814491;-0.406970787;2676.192871093
819;-0.288858270;0.972523880;-0.411139106;2681.177246093
820;-0.285155248;0.973038005;-0.406566810;2662.699218750
821;-0.287575836;0.977934169;-0.413689184;2686.440185546
822;-0.291023998;0.977370834;-0.417899847;2667.040283203
823;-0.293389320;0.982253551;-0.425040197;2690.992675781
824;-0.291887474;0.982793712;-0.423439407;2674.867431640
825;-0.287184238;0.988720417;-0.421824979;2699.857177734
826;-0.291241912;0.987129783;-0.426093006;2672.188232421
827;-0.286553840;0.993035984;-0.424480438;2697.292968750
828;-0.288687276;0.996299171;-0.430132484;2688.985351562
829;-0.285043859;0.996877384;-0.425542879;2670.488281250
830;-0.291456747;0.998519134;-0.435836315;2672.505126953
831;-0.288918161;1.004365444;-0.437222051;2700.385253906
832;-0.289548778;1.006611704;-0.440018320;2681.494140625
833;-0.291033954;1.009302616;-0.444419193;2687.054931640
834;-0.285554676;1.014674901;-0.441263294;2688.361328125
835;-0.289772605;1.014674901;-0.447280025;2693.316894531
836;-0.289145851;1.020674943;-0.451636171;2686.171630859
837;-0.289145851;1.022339582;-0.453105878;2681.033447265
838;-0.286422204;1.025022268;-0.451545333;2681.830566406
839;-0.293345184;1.025678873;-0.462137079;2675.847167968
840;-0.282487487;1.033048868;-0.452944660;2689.446289062
841;-0.282487487;1.034723281;-0.454445457;2684.404296875
842;-0.286665172;1.036400794;-0.462113904;2684.336914062
843;-0.286294727;1.043700456;-0.468270063;2710.892333984
844;-0.289591903;1.041739940;-0.471339750;2696.361083984
845;-0.288975429;1.046089410;-0.474483108;2694.968505859
846;-0.288361454;1.050441026;-0.477665424;2693.672363281
847;-0.285082197;1.050687074;-0.472978591;2713.187500000
848;-0.286294727;1.053831100;-0.477775430;2681.388916015
849;-0.285687208;1.056492805;-0.479394340;2685.095947265
850;-0.290637474;1.061804533;-0.492031145;2700.260498046
851;-0.285930871;1.062752842;-0.485795879;2703.766113281
852;-0.288587360;1.065215349;-0.492256689;2688.130615234
853;-0.286771535;1.069742441;-0.493941354;2709.278564453
854;-0.285930871;1.073011398;-0.495894479;2675.299804687
855;-0.286171197;1.075800180;-0.499059581;2703.804199218
856;-0.284977817;1.081067800;-0.502525901;2711.872070312
857;-0.284133911;1.084405422;-0.504608345;2678.065673828
858;-0.284977817;1.087953929;-0.509592247;2693.432373046
859;-0.284384746;1.092315673;-0.513193798;2693.057617187
860;-0.289030075;1.094890232;-0.523278284;2680.447753906
861;-0.284384746;1.099267959;-0.520537614;2675.079101562
862;-0.283205795;1.102782011;-0.522403430;2688.149902343
863;-0.286051464;1.104537844;-0.528881549;2710.892089843
864;-0.288055438;1.109766602;-0.537835550;2700.270019531
865;-0.282036352;1.111515522;-0.529989624;2688.149902343
866;-0.287463207;1.115882158;-0.543681097;2696.044189453
867;-0.285462856;1.121158361;-0.546360015;2680.562500000
868;-0.290859680;1.123770117;-0.558192443;2693.019042968
869;-0.290264873;1.126377105;-0.560231924;2697.647949218
870;-0.289672470;1.132515192;-0.566430997;2693.940917968
871;-0.282554960;1.135936617;-0.558599281;2699.741943359
872;-0.282554960;1.139480113;-0.562788581;2691.482421875
873;-0.286517095;1.141256332;-0.571574735;2692.606201171
874;-0.288494701;1.144817113;-0.579201936;2687.103027343
875;-0.280269813;1.149805784;-0.571337461;2711.074707031
876;-0.290086936;1.153363704;-0.592427349;2716.250976562
877;-0.280536794;1.157497167;-0.581283807;2728.774902343
878;-0.285590600;1.161291599;-0.594759225;2704.101806640
879;-0.287548274;1.161291599;-0.598114681;2706.762207031
880;-0.289503669;1.164877891;-0.606059312;2701.643310546
881;-0.285822505;1.168970465;-0.605027103;2722.263427734
882;-0.287193250;1.175106763;-0.615455675;2722.541748046
883;-0.280800342;1.179448366;-0.610040760;2716.107177734
884;-0.286621236;1.179448366;-0.620249462;2724.087890625
885;-0.286051416;1.183787107;-0.625108528;2725.730224609
886;-0.284116764;1.187395572;-0.626625061;2715.636718750
887;-0.284116764;1.191014652;-0.631607055;2708.299072265
888;-0.286051416;1.192828063;-0.637548828;2707.338623046
889;-0.282430696;1.196785688;-0.636657762;2728.553710937
890;-0.285483837;1.198994874;-0.645219326;2705.686767578
891;-0.283794069;1.201112031;-0.645219326;2733.259521484
892;-0.286051416;1.203763246;-0.653049421;2685.902587890
893;-0.286277503;1.207685828;-0.659138393;2712.610839843
894;-0.289544391;1.210200428;-0.668647575;2723.790039062
895;-0.285150737;1.214534282;-0.667201614;2720.649902343
896;-0.283235168;1.216361522;-0.666465234;2714.522705078
897;-0.287064123;1.218191385;-0.676117420;2716.529785156
898;-0.289544391;1.223029375;-0.687916326;2699.924072265
899;-0.290314340;1.226196169;-0.694169425;2717.826416015
900;-0.281571178;1.231179594;-0.686047935;2718.863281250
901;-0.285380153;1.234858036;-0.698798561;2717.749267578
902;-0.286721086;1.237339615;-0.705184745;2726.556152343
903;-0.281571178;1.240393400;-0.700634431;2702.680664062
904;-0.289180612;1.244095325;-0.720554065;2707.251953125
905;-0.285606670;1.247814297;-0.720131492;2729.331787109
906;-0.287496042;1.251511931;-0.729718017;2725.864746093
907;-0.288822746;1.252122759;-0.733158159;2738.004150390
908;-0.286383581;1.258276343;-0.739073705;2735.420410156
909;-0.291268396;1.257075309;-0.745944976;2722.243896484
910;-0.290142993;1.263841271;-0.755506753;2731.972656250
911;-0.287707996;1.268143892;-0.758559036;2732.664550781
912;-0.285830450;1.271867275;-0.761673831;2724.049560546
913;-0.284730434;1.273011684;-0.761673831;2742.911865234
914;-0.284730434;1.278593897;-0.771700382;2734.297119140
915;-0.287707996;1.279339551;-0.778548955;2715.377197265
916;-0.289025993;1.281770343;-0.785398197;2724.779541015
917;-0.285503368;1.285292987;-0.785398197;2747.569824218
918;-0.289781112;1.290354843;-0.802697563;2735.430175781
919;-0.287917280;1.290354843;-0.799286174;2732.616210937
920;-0.288124084;1.297563314;-0.813362884;2755.829101562
921;-0.284957361;1.298912048;-0.810128211;2738.042480468
922;-0.286269760;1.303180098;-0.820844364;2745.091796875
923;-0.285943126;1.308949589;-0.831628608;2780.982177734
924;-0.285181503;1.309819102;-0.831959533;2756.434082031
925;-0.284640359;1.314064621;-0.839496994;2760.938720703
926;-0.285181503;1.317331314;-0.847137832;2746.368896484
927;-0.290359926;1.321136116;-0.864370346;2793.688476562
928;-0.285943126;1.323936223;-0.862170124;2761.005859375
929;-0.284640359;1.327232837;-0.866700077;2743.795654296
930;-0.289620895;1.331472635;-0.884701538;2757.164062500
931;-0.286698436;1.332390427;-0.881398487;2773.558105468
932;-0.287987728;1.340370655;-0.900985527;2776.842773437
933;-0.286698436;1.339927792;-0.897705554;2764.338378906
934;-0.285086297;1.346891880;-0.910221195;2786.638916015
935;-0.286159086;1.347921371;-0.914447975;2765.077636718
936;-0.286372394;1.354849338;-0.930524539;2790.518798828
937;-0.284552841;1.356735706;-0.931633663;2785.543945312
938;-0.289465141;1.360915660;-0.949920749;2799.699951171
939;-0.285305233;1.361316800;-0.943598175;2803.686035156
940;-0.285305233;1.368862271;-0.961423015;2795.541992187
941;-0.287116861;1.368862271;-0.964558696;2798.413818359
942;-0.290734243;1.372643828;-0.979763507;2800.257568359
943;-0.286051464;1.375286817;-0.978192520;2812.060791015
944;-0.286051464;1.380953550;-0.992081451;2806.327148437
945;-0.288389825;1.380589485;-0.995119857;2799.431396484
946;-0.283194017;1.385448455;-0.998441886;2819.359619140
947;-0.291456747;1.386632556;-1.015140056;2809.496337890
948;-0.287322378;1.390770673;-1.018772006;2809.851562500
949;-0.288587360;1.393006086;-1.026515960;2820.810058593
950;-0.288587360;1.398687953;-1.041087150;2815.594970703
951;-0.286262512;1.400909900;-1.043133735;2820.828857421
952;-0.285735397;1.406909942;-1.058092594;2825.707763671
953;-0.283421249;1.407222509;-1.055247306;2832.699707031
954;-0.288253402;1.413199424;-1.078805804;2846.519775390
955;-0.286997318;1.414792776;-1.081180572;2832.123535156
956;-0.287726135;1.422947025;-1.104537725;2848.805908203
957;-0.286471099;1.424560928;-1.107148766;2834.485839843
958;-0.287726135;1.428628540;-1.120305895;2844.455322265
959;-0.285946731;1.434319400;-1.133809089;2837.348388671
960;-0.286677217;1.436730623;-1.141709446;2858.822753906
961;-0.284384775;1.442656135;-1.155628204;2861.924560546
962;-0.285424232;1.447867298;-1.172273874;2838.212402343
963;-0.284903545;1.450000047;-1.177875280;2846.952148437
964;-0.287401819;1.456138372;-1.199278593;2869.262207031
965;-0.285635738;1.456138372;-1.197069530;2866.313720703
966;-0.285635738;1.465619659;-1.225703716;2860.791259765
967;-0.286880989;1.463925361;-1.222025394;2874.822753906
968;-0.287401819;1.469417667;-1.239337444;2861.665283203
969;-0.286361980;1.471695661;-1.245154857;2880.710205078
970;-0.286880989;1.475302219;-1.256858110;2868.714599609
971;-0.286361980;1.473589420;-1.250995159;2879.720947265
972;-0.283574628;1.477732658;-1.260856270;2894.981445312
973;-0.287082386;1.477732658;-1.264608740;2900.897460937
974;-0.288314323;1.481679439;-1.278163790;2912.134521484
975;-0.287082386;1.483400440;-1.282301664;2898.160400390
976;-0.286767673;1.489689254;-1.301834344;2939.073486328
977;-0.288314323;1.489228725;-1.301834344;2908.677001953
978;-0.283794069;1.498950576;-1.328875780;2919.078125000
979;-0.287796993;1.502591133;-1.343997478;2913.479003906
980;-0.287082386;1.513715648;-1.379611968;2886.481933593
981;-0.288314323;1.523303604;-1.411891078;2896.921630859
982;-0.289022426;1.531044578;-1.437827682;2918.405761718
983;-0.292330284;1.536524057;-1.457361316;2889.968261718
984;-0.290060882;1.542286968;-1.475544071;2896.086181640
985;-0.293548469;1.546086549;-1.489216804;2901.618164062
986;-0.290761585;1.549966096;-1.501288318;2918.357666015
987;-0.287281417;1.553752517;-1.513167953;2911.942138671
988;-0.289022426;1.561326980;-1.538959980;2914.410400390
989;-0.286767673;1.565125370;-1.551568031;2921.402099609
990;-0.293022823;1.570796394;-1.570796394;2910.108154296
991;-0.290242338;1.572686672;-1.577125453;2927.356445312
992;-0.290938377;1.578329181;-1.595948314;2950.905761718
993;-0.287991189;1.582116603;-1.608994388;2934.838134765
994;-0.287991189;1.585889577;-1.621707820;2935.107177734
995;-0.288695316;1.587712049;-1.627696895;2958.694335937
996;-0.290421819;1.595227622;-1.652375936;2962.584228515
997;-0.292313957;1.596958637;-1.657534694;2999.732666015
998;-0.288882589;1.602561378;-1.677309989;2994.479492187
999;-0.290086936;1.606229305;-1.688992881;3008.520019531
1000;-0.291285943;1.613600730;-1.712693452;3023.521728515
1001;-0.290264892;1.615293884;-1.718775033;3044.640869140
1002;-0.293509483;1.622987747;-1.741945028;3018.767578125
1003;-0.291967344;1.624547863;-1.747932434;3050.287841796
1004;-0.292479629;1.632057905;-1.771750688;3042.326171875
1005;-0.290264892;1.633792638;-1.778918647;3050.211181640
1006;-0.291967344;1.639334440;-1.795339965;3055.358886718
1007;-0.290947961;1.642760658;-1.807041645;3077.563232421
1008;-0.291967344;1.650405168;-1.830245780;3059.968750000
1009;-0.293824863;1.651799583;-1.832916259;3098.211425781
1010;-0.293668060;1.655933284;-1.845851898;3065.654296875
1011;-0.292643432;1.657454967;-1.851525211;3087.292236328
1012;-0.293154859;1.664961433;-1.874030494;3080.674804687
1013;-0.293154859;1.666796684;-1.879608631;3081.664062500
1014;-0.294182987;1.670833110;-1.890705299;3062.994140625
1015;-0.291967344;1.672485256;-1.898092174;3071.262939453
1016;-0.293154859;1.677793598;-1.912653923;3088.002685546
1017;-0.293154859;1.677793598;-1.912653923;3088.002685546
1018;-0.293668060;1.685320854;-1.934265041;3082.250000000
1019;-0.293668060;1.687151527;-1.939613533;3083.450439453
1020;-0.290774555;1.694693803;-1.965146446;3071.877685546
1021;-0.292479629;1.694693803;-1.962954711;3074.979736328
1022;-0.292479629;1.702008342;-1.983854293;3080.281250000
1023;-0.292643432;1.701289081;-1.981596469;3114.490722656
1024;-0.294699668;1.711389636;-2.007087707;3080.137207031
1025;-0.291967344;1.712693452;-2.014496564;3099.153076171
1026;-0.290264892;1.690810585;-1.954511260;3079.685791015
1027;-0.295218105;1.722604370;-2.036895036;3078.936767578
1028;-0.291285943;1.727780723;-2.056553363;3087.830078125
1029;-0.294699668;1.727780723;-2.051474094;3094.053466796
1030;-0.292313957;1.735641956;-2.075783014;3073.923583984
1031;-0.295218105;1.735339879;-2.070572853;3090.432617187
1032;-0.296260337;1.741406202;-2.084640979;3075.094970703
1033;-0.295218105;1.742593526;-2.089281558;3097.424316406
1034;-0.293869352;1.751146078;-2.113040685;3057.471679687
1035;-0.292830677;1.750485038;-2.113040685;3077.947265625
1036;-0.295067520;1.756257629;-2.123827934;3076.477783203
1037;-0.297972469;1.757726764;-2.122791528;3094.917724609
1038;-0.294546394;1.764948749;-2.145868778;3096.569335937
1039;-0.296784133;1.768913507;-2.151686668;3093.515380859
1040;-0.295067520;1.774317979;-2.167297363;3096.646240234
1041;-0.295738334;1.777161979;-2.172823429;3124.546386718
1042;-0.295440864;1.783051252;-2.186920881;3061.351562500
1043;-0.299557304;1.785873174;-2.186416149;3095.494140625
1044;-0.296641683;1.789864778;-2.200326442;3083.536865234
1045;-0.295440864;1.795661544;-2.215290546;3077.150146484
1046;-0.297170019;1.799251317;-2.220197200;3084.938964843
1047;-0.294915199;1.802412796;-2.230978965;3096.771240234
1048;-0.292665748;1.803775596;-2.237868785;3106.288818359
1049;-0.299430274;1.808632278;-2.236494541;3089.961914062
1050;-0.294915199;1.811330699;-2.250065565;3109.016357421
1051;-0.297028732;1.816669464;-2.257539749;3073.481689453
1052;-0.295440864;1.818886184;-2.264923334;3108.987548828
1053;-0.298096609;1.824735450;-2.272217273;3063.608398437
1054;-0.300501585;1.829149150;-2.276890993;3097.923828125
1055;-0.297028732;1.832699871;-2.290066003;3097.078613281
1056;-0.295819778;1.840269088;-2.307053804;3094.888671875
1057;-0.297421598;1.845296669;-2.313874483;3070.331054687
1058;-0.298633289;1.850105857;-2.320839405;3092.007812500
1059;-0.296204423;1.854664230;-2.333690404;3071.608886718
1060;-0.301463484;1.859962463;-2.334116220;3089.702636718
1061;-0.296204423;1.863485336;-2.349865436;3086.447021484
1062;-0.298498897;1.874557018;-2.365482330;3097.952392578
1063;-0.301893329;1.877970695;-2.365425109;3074.298339843
1064;-0.300129151;1.890223979;-2.389415025;3093.736572265
1065;-0.300676369;1.894290065;-2.395213842;3090.422851562
1066;-0.301776695;1.900695800;-2.403777599;3080.693847656
1067;-0.306529259;1.903573799;-2.400154590;3106.682617187
1068;-0.302995443;1.912220382;-2.420061111;3117.794433593
1069;-0.295904397;1.913943290;-2.435208559;3109.102783203
1070;-0.302884840;1.920978069;-2.433847904;3099.335449218
1071;-0.302329802;1.923786735;-2.439098834;3116.401611328
1072;-0.300426745;1.930855751;-2.453033685;3091.796386718
1073;-0.298636703;1.934286022;-2.461219787;3096.185302734
1074;-0.303333163;1.942447471;-2.465006828;3097.760742187
1075;-0.305124998;1.942447471;-2.461943864;3100.824218750
1076;-0.305124998;1.947563934;-2.469283342;3112.320312500
1077;-0.305690073;1.953341484;-2.476490020;3114.240478515
1078;-0.305124998;1.952659606;-2.476490020;3123.989013671
1079;-0.306257152;1.959115028;-2.483566761;3116.353515625
1080;-0.303223085;1.964884281;-2.496569633;3112.550537109
1081;-0.301418423;1.968255996;-2.504156589;3117.631103515
1082;-0.301418423;1.971618270;-2.508641242;3125.813720703
1083;-0.304925179;1.975447654;-2.507836341;3103.945312500
1084;-0.300732612;1.981432437;-2.522640228;3124.238525390
1085;-0.304355812;1.984770011;-2.520915269;3138.721191406
1086;-0.304925179;1.990498352;-2.527280330;3141.890869140
1087;-0.304925179;1.990498352;-2.527280330;3141.890869140
1088;-0.303680205;1.999527168;-2.540603876;3150.985839843
1089;-0.307223749;2.001802444;-2.537639379;3125.227539062
1090;-0.306645965;2.007642984;-2.545708656;3152.551513671
1091;-0.309629940;2.009184360;-2.542774438;3136.464599609
1092;-0.306554174;2.014902591;-2.554568529;3134.371093750
1093;-0.309629940;2.019035577;-2.554556369;3163.663085937
1094;-0.304720592;2.024719715;-2.569003105;3158.909179687
1095;-0.308969736;2.027144908;-2.565073013;3160.080566406
1096;-0.308385610;2.031213045;-2.570666313;3183.687500000
1097;-0.309556031;2.034443855;-2.572509288;3169.406250000
1098;-0.308891487;2.044152498;-2.584421396;3171.404052734
1099;-0.303459882;2.041690349;-2.590159177;3193.848388671
1100;-0.312576508;2.048970699;-2.584051609;3192.081542968
1101;-0.307045722;2.050571680;-2.594308376;3187.913330078
1102;-0.307632398;2.056197166;-2.599471569;3193.310791015
1103;-0.309481191;2.057789087;-2.598350048;3201.301269531
1104;-0.306955099;2.065834760;-2.610696792;3196.614257812
1105;-0.310000920;2.069135427;-2.609539031;3185.934814453
1106;-0.311862134;2.073876142;-2.611664295;3204.297607421
1107;-0.307545208;2.077720880;-2.622049331;3223.198242187
1108;-0.309927821;2.087491512;-2.628340482;3206.833007812
1109;-0.311198472;2.088164329;-2.627141475;3224.417968750
1110;-0.312405014;2.096163272;-2.633282184;3227.184082031
1111;-0.312405014;2.097711563;-2.634796380;3232.571777343
1112;-0.313011670;2.101704120;-2.637800455;3234.137451171
1113;-0.307367539;2.104784011;-2.648907661;3236.144531250
1114;-0.312346458;2.111215829;-2.647858381;3240.091308593
1115;-0.317972207;2.113986015;-2.642489433;3218.511718750
1116;-0.313569498;2.122217893;-2.656414031;3255.227539062
1117;-0.313569498;2.125247955;-2.659205675;3266.560302734
1118;-0.314801836;2.131658554;-2.663337945;3265.379150390
1119;-0.314801836;2.133163452;-2.664700984;3271.131835937
1120;-0.315421533;2.138614654;-2.668746948;3279.372070312
1121;-0.310315227;2.142560243;-2.679257392;3273.091308593
1122;-0.314757680;2.147988557;-2.677945137;3287.535644531
1123;-0.308315658;2.152896404;-2.690931320;3269.595214843
1124;-0.314038634;2.161751747;-2.690764904;3272.313232421
1125;-0.315340399;2.163703441;-2.690683364;3296.342285156
1126;-0.317874574;2.172079086;-2.694378614;3278.757324218
1127;-0.312730193;2.171537160;-2.700697183;3296.956787109
1128;-0.315932893;2.176452875;-2.700554370;3294.296875000
1129;-0.312042117;2.179354190;-2.708011150;3300.904296875
1130;-0.319156503;2.184271097;-2.702784776;3304.294433593
1131;-0.318514299;2.186136007;-2.705132484;3325.759765625
1132;-0.317208075;2.190023422;-2.709953784;3326.566406250
1133;-0.313938236;2.192477703;-2.716104030;3318.229980468
1134;-0.317849397;2.195332527;-2.713382482;3336.784667968
1135;-0.315257096;2.194307088;-2.715870618;3342.758300781
1136;-0.311279749;2.200238704;-2.725586414;3320.380859375
1137;-0.317178392;2.201657772;-2.719233989;3335.439941406
1138;-0.321093940;2.211842298;-2.722280502;3344.439208984
1139;-0.318493247;2.209071159;-2.723368406;3386.264648437
1140;-0.323062872;2.216045856;-2.723098754;3367.104492187
1141;-0.317148351;2.217441082;-2.731465339;3364.991699218
1142;-0.319775557;2.222665548;-2.732201099;3379.080810546
1143;-0.320431256;2.225109815;-2.733247995;3377.025390625
1144;-0.319762492;2.231380939;-2.738759994;3376.890869140
1145;-0.318428301;2.235200405;-2.743196487;3378.888427734
1146;-0.313782596;2.238226413;-2.750985622;3402.379882812
1147;-0.317087030;2.241740226;-2.749581575;3394.716308593
1148;-0.321085214;2.244454860;-2.746801614;3414.231445312
1149;-0.319735789;2.251510620;-2.753489017;3387.877929687
1150;-0.317745232;2.250933885;-2.755415439;3427.667480468
1151;-0.321080732;2.254456043;-2.754020929;3420.272460937
1152;-0.317024016;2.263098239;-2.764829874;3414.241210937
1153;-0.318360757;2.270619869;-2.768503904;3425.688964843
1154;-0.321071672;2.275684356;-2.768905878;3441.583496093
1155;-0.320386314;2.280544519;-2.773001432;3436.311035156
1156;-0.324475336;2.283154010;-2.770193576;3456.517822265
1157;-0.323116660;2.288173198;-2.775119066;3467.226562500
1158;-0.318314123;2.295589208;-2.785373210;3471.596191406
1159;-0.321062302;2.296726465;-2.783105373;3465.987304687
1160;-0.322446441;2.308842420;-2.789548397;3458.986328125
1161;-0.323145246;2.312532901;-2.791192531;3465.814453125
1162;-0.323861742;2.325973987;-2.799042701;3483.620361328
1163;-0.322456264;2.330868244;-2.803595542;3495.903808593
1164;-0.324591445;2.339328765;-2.806665897;3502.693847656
1165;-0.327440404;2.342958211;-2.806004714;3513.047119140
1166;-0.321750521;2.347791194;-2.814766120;3520.528808593
1167;-0.328893280;2.350192070;-2.809012222;3528.567138671
1168;-0.327481126;2.354996919;-2.813381385;3541.734130859
1169;-0.327522492;2.359796047;-2.816257953;3523.035156250
1170;-0.323185253;2.358581066;-2.819842338;3560.433349609
1171;-0.327522492;2.364557743;-2.819131374;3555.304443359
1172;-0.323922896;2.366946697;-2.824103546;3550.079833984
1173;-0.325360631;2.368098735;-2.823375701;3577.009277343
1174;-0.327522492;2.371614456;-2.823350906;3604.285156250
1175;-0.326826620;2.374028682;-2.825460243;3585.682128906
1176;-0.329049682;2.381159782;-2.827518272;3586.719238281
1177;-0.326863741;2.382316827;-2.830294799;3592.328125000
1178;-0.330548000;2.388212203;-2.830222320;3604.275146484
1179;-0.327606964;2.390419721;-2.834294128;3634.595214843
1180;-0.327606964;2.391557216;-2.834950923;3643.018066406
1181;-0.326901340;2.395135879;-2.837672996;3633.125732421
1182;-0.324674510;2.394862174;-2.839608001;3682.105957031
1183;-0.325440597;2.400870800;-2.842302513;3656.636230468
1184;-0.329157805;2.406680583;-2.842150878;3669.390625000
1185;-0.329916667;2.407913208;-2.842150878;3661.640136718
1186;-0.326221466;2.412473201;-2.848098564;3674.490234375
1187;-0.329916667;2.413441896;-2.845271873;3704.810058593
1188;-0.327738499;2.420433521;-2.851144313;3702.543701171
1189;-0.332986021;2.423848152;-2.848330307;3717.650390625
1190;-0.331591272;2.432072162;-2.854129600;3708.305664062
1191;-0.332372331;2.435467243;-2.855306816;3718.437988281
1192;-0.334736824;2.443486690;-2.857633781;3731.470947265
1193;-0.332453465;2.444542169;-2.860184860;3737.828613281
1194;-0.333945059;2.445388317;-2.859354972;3765.930175781
1195;-0.338491725;2.447481155;-2.856576156;3789.248535156
1196;-0.338620138;2.453335762;-2.859666824;3782.237548828
1197;-0.337133979;2.456666231;-2.862737178;3790.362304687
1198;-0.337133979;2.458724021;-2.863846969;3808.648437500
1199;-0.336331248;2.457463741;-2.863846969;3816.110839843
1200;-0.335638523;2.463052511;-2.867425155;3826.175292968
1201;-0.333333039;2.464069128;-2.869895458;3832.822021484
1202;-0.333333039;2.465083122;-2.870431900;3842.070556640
1203;-0.330231451;2.464835166;-2.872889709;3856.217285156
1204;-0.336443996;2.468365430;-2.869580459;3855.784667968
1205;-0.337253189;2.472637891;-2.871175575;3876.356689453
1206;-0.335146141;2.485209941;-2.879472923;3871.650878906
1207;-0.336674809;2.483935594;-2.877577781;3881.485351562
1208;-0.337497258;2.487170219;-2.878598022;3893.134765625
1209;-0.335856199;2.486579418;-2.879610538;3926.748779296
1210;-0.336792969;2.493608713;-2.882490634;3914.177001953
1211;-0.339988017;2.496812820;-2.881612777;3928.660156250
1212;-0.336792969;2.498409748;-2.884954261;3962.245117187
1213;-0.334529399;2.503190279;-2.889158439;3945.246337890
1214;-0.335360574;2.506363868;-2.890114593;3957.472167968
1215;-0.337749195;2.507306575;-2.888740348;3969.707519531
1216;-0.333798170;2.512331247;-2.894313049;3996.666015625
1217;-0.339433622;2.514540672;-2.891107082;4004.349121093
1218;-0.339433622;2.517313957;-2.892506408;4033.938964843
1219;-0.337034964;2.518233776;-2.894790840;4041.333984375
1220;-0.336312627;2.521709442;-2.897069168;4034.554199218
1221;-0.335582041;2.526098251;-2.899790000;4037.848144531
1222;-0.338009262;2.527909994;-2.898873519;4060.292480468
1223;-0.335582041;2.527909994;-2.900682640;4057.824218750
1224;-0.336431384;2.530995130;-2.901568889;4070.837890625
1225;-0.333150672;2.532399654;-2.904681968;4105.652343750
1226;-0.336431384;2.534569501;-2.903322410;4111.174804687
1227;-0.337412953;2.544107675;-2.907256603;4131.611816406
1228;-0.338415670;2.551866769;-2.910293769;4132.265136718
1229;-0.334302163;2.554880380;-2.914657783;4141.187011718
1230;-0.336047291;2.560876846;-2.916279315;4168.923339843
1231;-0.342844462;2.564310073;-2.913177490;4170.526855468
1232;-0.332757735;2.567667722;-2.921760559;4202.796875000
1233;-0.337055468;2.570255279;-2.920016765;4191.626953125
1234;-0.338086152;2.579574823;-2.923692512;4215.137695312
1235;-0.338990211;2.582505941;-2.924456119;4229.688476562
1236;-0.339292573;2.594349145;-2.929765224;4238.859375000
1237;-0.341148424;2.599340200;-2.930864524;4258.077148437
1238;-0.340548729;2.609791517;-2.936056137;4275.402832031
1239;-0.344371104;2.617351293;-2.937109947;4282.672851562
1240;-0.339132165;2.623577117;-2.943188667;4289.962890625
1241;-0.342829012;2.626395463;-2.942187786;4307.941406250
1242;-0.342424273;2.639945745;-2.948526191;4296.272460937
1243;-0.349025058;2.643452644;-2.946183967;4327.965820312
1244;-0.343630981;2.650305509;-2.952428817;4348.095703125
1245;-0.341805171;2.651635408;-2.954078197;4339.951171875
1246;-0.349547767;2.657114744;-2.952045249;4377.407226562
1247;-0.345900416;2.661168098;-2.955938339;4383.899414062
1248;-0.335368418;2.663880348;-2.963075160;4392.360351562
1249;-0.337404847;2.667912006;-2.963662624;4403.424316406
1250;-0.344496393;2.675943851;-2.963208675;4428.077636718
1251;-0.345555567;2.678610801;-2.963789939;4445.355468750
1252;-0.351741576;2.682614803;-2.962178421;4430.238769531
1253;-0.344723558;2.683257102;-2.966259479;4466.522460937
1254;-0.344955229;2.687911510;-2.968146514;4459.002441406
1255;-0.344955229;2.690502166;-2.969263267;4505.639648437
1256;-0.343023967;2.693115472;-2.971405792;4521.390136718
1257;-0.341275310;2.700339317;-2.975387763;4530.254394531
1258;-0.347651481;2.706208467;-2.974604797;4551.085937500
1259;-0.348770976;2.707541704;-2.974604797;4545.583007812
1260;-0.351030874;2.711441040;-2.975134372;4558.375000000
1261;-0.350193881;2.714722156;-2.976967048;4557.414550781
1262;-0.347061610;2.716538429;-2.979308605;4591.258789062
1263;-0.349054694;2.716412782;-2.978260803;4622.625976562
1264;-0.341896295;2.720265150;-2.983435153;4629.992187500
1265;-0.342112159;2.724256515;-2.984990882;4611.975097656
1266;-0.345300793;2.726022481;-2.984175872;4650.103027343
1267;-0.342112159;2.726608037;-2.985967636;4660.302246093
1268;-0.343252611;2.728518486;-2.986209869;4667.101562500
1269;-0.349640321;2.729099273;-2.983368873;4683.092773437
1270;-0.340047740;2.730256795;-2.988470077;4701.714843750
1271;-0.349942660;2.735375404;-2.985877799;4714.075195312
1272;-0.345815920;2.738594055;-2.989178848;4712.029296875
