indx;phi_xy;phi_yz;phi_xz;magn_2
1934;2.827209663;-1.185690517;0.676079654;2459.017578125
1935;2.828572750;-1.182999248;0.670058727;2451.113769531
1936;2.831320285;-1.177598357;0.658042478;2435.478271484
1937;2.826598930;-1.174888849;0.662158870;2436.016357421
1938;2.829352855;-1.169451594;0.650274944;2420.611083984
1939;2.829352855;-1.167540311;0.647720527;2424.231689453
1940;2.825977134;-1.163990497;0.648534679;2413.648193359
1941;2.825977134;-1.163990497;0.648534679;2413.648193359
1942;2.825306701;-1.157432556;0.641009426;2416.222167968
1943;2.827412605;-1.154909968;0.634319400;2385.460693359
1944;2.828140735;-1.149377107;0.626046562;2373.445800781
1945;2.827465057;-1.148517370;0.626046562;2365.100097656
1946;2.825420856;-1.142073154;0.621209192;2347.707275390
1947;2.828939247;-1.141194224;0.614463615;2334.060058593
1948;2.828939247;-1.137356758;0.609713506;2341.666259765
1949;2.825460243;-1.133657693;0.610725879;2331.697509765
1950;2.822674942;-1.126194000;0.606059312;2306.688476562
1951;2.821956443;-1.124192476;0.604779624;2333.512451171
1952;2.830517959;-1.121433496;0.588002634;2295.749511718
1953;2.829068374;-1.122356653;0.591388607;2306.506103515
1954;2.825581073;-1.115777492;0.589127445;2269.953369140
1955;2.824874401;-1.110983848;0.584650611;2269.828613281
1956;2.824874401;-1.109064459;0.582434701;2273.814208984
1957;2.831368923;-1.107148766;0.570127439;2270.011230468
1958;2.827795791;-1.105227470;0.573510837;2256.574707031
1959;2.826330947;-1.102364063;0.572534179;2275.245117187
1960;2.830750942;-1.099449157;0.562424182;2243.551757812
1961;2.824196338;-1.099449157;0.572534179;2251.302246093
1962;2.826474380;-1.087733745;0.556075096;2208.429931640
1963;2.825750541;-1.086723566;0.556075096;2200.602783203
1964;2.830196857;-1.082881689;0.545171689;2203.791259765
1965;2.836890220;-1.079055309;0.530921840;2204.665283203
1966;2.826523590;-1.077002286;0.544457149;2199.056640625
1967;2.826573562;-1.071972608;0.539075374;2177.476562500
1968;2.825839042;-1.067091941;0.535079097;2178.216064453
1969;2.826624393;-1.063059687;0.529753208;2164.597167968
1970;2.834267807;-1.059005022;0.514303588;2143.747314453
1971;2.831981182;-1.057092428;0.515774297;2150.469970703
1972;2.827475547;-1.051923632;0.517229509;2134.440917968
1973;2.822891044;-1.048104166;0.520094442;2148.078613281
1974;2.825977134;-1.043991804;0.511556148;2132.395263671
1975;2.828284072;-1.042087793;0.506356668;2134.335449218
1976;2.827593994;-1.035700082;0.501172637;2106.349121093
1977;2.826072692;-1.029615163;0.497532939;2100.356445312
1978;2.825306701;-1.026565909;0.495731163;2097.417480468
1979;2.822187900;-1.025413274;0.499045944;2092.461914062
1980;2.824537086;-1.021615266;0.492163372;2099.021484375
1981;2.826945495;-1.016217827;0.483779096;2076.701660156
1982;2.823011589;-1.011959910;0.485347080;2069.037597656
1983;2.821422100;-1.011251449;0.486899232;2083.299560546
1984;2.831023979;-1.005785346;0.468655967;2054.208984375
1985;2.825393199;-1.008175373;0.478596687;2075.789306640
1986;2.820640373;-1.004583597;0.481887722;2056.427490234
1987;2.828620910;-1.002010226;0.468614435;2065.762695312
1988;2.823858261;-0.994609165;0.468573665;2055.774658203
1989;2.824688720;-0.994043254;0.466947937;2034.434326171
1990;2.825528621;-0.985918807;0.458737659;2031.879760742
1991;2.827972221;-0.985918807;0.455451059;2029.565185546
1992;2.832086563;-0.982793712;0.447255659;2022.611938476
1993;2.827177047;-0.980919933;0.452247428;2031.918212890
1994;2.828038692;-0.978405094;0.448966789;2015.485717773
1995;2.822303295;-0.975265693;0.453923463;2017.810058593
1996;2.821500587;-0.966401767;0.447519922;1997.093994140
1997;2.828175354;-0.963237857;0.436190843;1988.133544921
1998;2.825670719;-0.961372947;0.437929821;1995.221191406
1999;2.824892807;-0.954266357;0.433159446;1970.231689453
2000;2.822365283;-0.950546836;0.433402061;1982.246337890
2001;2.826598930;-0.949219608;0.426922893;1970.904052734
2002;2.824134063;-0.937428474;0.420748662;1937.837402343
2003;2.826656341;-0.943348884;0.422204065;1953.165405273
2004;2.822408485;-0.936936855;0.422531557;1951.734375000
2005;2.825819969;-0.936448287;0.417865991;1961.232666015
2006;2.825871467;-0.928672027;0.411807298;1948.824340820
2007;2.825023460;-0.927295303;0.411807298;1942.130371093
2008;2.829382133;-0.924075412;0.403970146;1936.137451171
2009;2.823314476;-0.920852661;0.409014511;1938.865234375
2010;2.822476196;-0.913407230;0.404434537;1915.315917968
2011;2.818962574;-0.911990261;0.407631492;1910.936645507
2012;2.820724678;-0.908735942;0.403068637;1907.296630859
2013;2.827757644;-0.907933998;0.393993015;1926.312500000
2014;2.831356239;-0.905086994;0.387589340;1908.987060546
2015;2.835005950;-0.902219200;0.381151962;1891.815185546
2016;2.826959609;-0.898586177;0.388173961;1908.362792968
2017;2.829725074;-0.892425632;0.380506372;1889.961181640
2018;2.822547435;-0.885885047;0.384303836;1891.728637695
2019;2.826142787;-0.887353706;0.381140089;1896.031127929
2020;2.824408340;-0.874565124;0.374221110;1877.870117187
2021;2.825306701;-0.872492027;0.371762061;1894.802001953
2022;2.825356674;-0.866213607;0.367414855;1879.137695312
2023;2.821683883;-0.864701747;0.370544075;1874.931152343
2024;2.821701049;-0.858358192;0.366212749;1859.516845703
2025;2.824493408;-0.854822921;0.360719203;1868.227661132
2026;2.823608589;-0.845127773;0.355280971;1852.371337890
2027;2.818904876;-0.846681213;0.361478567;1862.580566406
2028;2.829275894;-0.843376255;0.347922587;1853.821533203
2029;2.817962455;-0.843376255;0.360313272;1861.888916015
2030;2.820800971;-0.830442810;0.348770976;1830.339843750
2031;2.824626922;-0.832031059;0.345679378;1834.373535156
2032;2.822701930;-0.831876373;0.347651481;1847.905517578
2033;2.825622558;-0.825376892;0.340381908;1831.405761718
2034;2.819842147;-0.818830585;0.342366194;1821.023925781
2035;2.824673175;-0.822048473;0.339292621;1830.963989257
2036;2.822786331;-0.810518550;0.334070229;1810.526855468
2037;2.819842338;-0.808805274;0.336064481;1818.075439453
2038;2.828779411;-0.800472450;0.321750545;1804.101562500
2039;2.827810096;-0.798820257;0.321750545;1798.291259765
2040;2.821850299;-0.790440177;0.322763705;1794.199951171
2041;2.825854110;-0.790423345;0.318717217;1803.755981445
2042;2.816845130;-0.788742733;0.326775670;1815.203857421
2043;2.825914859;-0.785398197;0.315677762;1784.682373046
2044;2.816784095;-0.776966619;0.319742488;1782.867187500
2045;2.822906494;-0.776966619;0.313702440;1779.102416992
2046;2.827051162;-0.770222282;0.305719852;1775.683471679
2047;2.822938156;-0.766850519;0.307779407;1777.709960937
2048;2.818808078;-0.763479232;0.309822678;1779.793945312
2049;2.824043750;-0.756543731;0.300816440;1752.163330078
2050;2.815666961;-0.756641292;0.308867192;1768.999023437
2051;2.823003292;-0.749880123;0.298039579;1764.225830078
2052;2.818774986;-0.742834520;0.298039579;1742.482421875
2053;2.821979045;-0.741209316;0.294144134;1746.573730468
2054;2.825133132;-0.744879770;0.293243026;1768.759033203
2055;2.813472747;-0.741358804;0.302145218;1763.332763671
2056;2.822001934;-0.734248256;0.290264873;1734.597656250
2057;2.826307487;-0.734421920;0.286401844;1744.115112304
2058;2.820925712;-0.727639293;0.287617473;1747.102050781
2059;2.824228096;-0.722234439;0.281693792;1727.730712890
2060;2.816549110;-0.720421266;0.287617473;1725.973144531
2061;2.822049617;-0.718602371;0.281693792;1717.243164062
2062;2.822049617;-0.715427112;0.279986667;1729.229003906
2063;2.819842147;-0.713358116;0.280837726;1712.815673828
2064;2.818727493;-0.709940338;0.279986667;1713.641723632
2065;2.818727493;-0.711522531;0.280837726;1707.639160156
2066;2.824326515;-0.708099794;0.274074935;1705.065307617
2067;2.824326515;-0.706524372;0.273244953;1711.086914062
2068;2.811968326;-0.704401302;0.282935123;1699.965576171
2069;2.822099494;-0.702827692;0.273244953;1700.829833984
2070;2.824377250;-0.700970649;0.270289707;1694.049560546
2071;2.819842338;-0.699107742;0.273244953;1690.649658203
2072;2.817553997;-0.693800735;0.272419810;1686.587158203
2073;2.816397857;-0.690364646;0.271599578;1687.624267578
2074;2.823294448;-0.690364646;0.265716433;1684.282104492
2075;2.818688869;-0.686930847;0.267852902;1687.019409179
2076;2.818675231;-0.681246757;0.264916920;1670.462158203
2077;2.819842147;-0.683147335;0.264916920;1675.408203125
2078;2.819842147;-0.680070161;0.263331937;1687.624267578
2079;2.813994407;-0.676268196;0.266252040;1679.412963867
2080;2.813924980;-0.668998289;0.262546396;1669.223144531
2081;2.822206306;-0.670918369;0.256708335;1670.827026367
2082;2.819842338;-0.665556383;0.255943155;1667.263916015
2083;2.815069007;-0.662117290;0.258087873;1670.231689453
2084;2.817444038;-0.660182571;0.255182385;1663.796875000
2085;2.823461055;-0.658242034;0.249358201;1655.815917968
2086;2.815011215;-0.653304767;0.253674077;1666.639648437
2087;2.827088356;-0.655248069;0.244978666;1666.658813476
2088;2.823505210;-0.647917222;0.244254565;1658.629882812
2089;2.812453269;-0.642022609;0.250040078;1647.690917968
2090;2.823596954;-0.633146476;0.237048053;1640.074707031
2091;2.822323608;-0.637109851;0.239935469;1650.860107421
2092;2.818587493;-0.629702091;0.239231562;1643.292480468
2093;2.810970497;-0.622259235;0.241399550;1637.462890625
2094;2.819842338;-0.621391677;0.234287691;1651.609497070
2095;2.822386741;-0.622259235;0.232784128;1632.881835937
2096;2.817291259;-0.615962553;0.233607435;1648.910644531
2097;2.814633846;-0.605857849;0.230754876;1625.073608398
2098;2.814633846;-0.604450750;0.230086135;1631.460205078
2099;2.819842147;-0.607890224;0.227898502;1628.012451171
2100;2.829040336;-0.601015567;0.218034839;1627.618530273
2101;2.823794841;-0.598976135;0.220886945;1624.660522460
2102;2.818521308;-0.595541906;0.223089504;1628.166015625
2103;2.817189693;-0.592112112;0.222447276;1630.259521484
2104;2.818503379;-0.586631774;0.218983101;1626.629638671
2105;2.814422130;-0.579074192;0.218355655;1620.290893554
2106;2.815738201;-0.574917888;0.215534162;1610.408447265
2107;2.828083801;-0.572228860;0.205865120;1619.253662109
2108;2.808823394;-0.568060207;0.217111325;1616.487548828
2109;2.812945842;-0.566729164;0.213695406;1621.596923828
2110;2.818447589;-0.562543582;0.208087325;1610.494750976
2111;2.818447589;-0.562543582;0.208087325;1610.494750976
2112;2.815622806;-0.555711364;0.206908416;1615.411865234
2113;2.808511257;-0.551492309;0.209699201;1608.660278320
2114;2.821264743;-0.550193881;0.200747513;1611.138061523
2115;2.804061698;-0.543832397;0.209107255;1603.185913085
2116;2.811172008;-0.540419530;0.202963447;1603.051513671
2117;2.806855964;-0.539143466;0.205164527;1611.061523437
2118;2.822757720;-0.535744667;0.193513154;1608.372314453
2119;2.816918182;-0.533611106;0.196286907;1605.740844726
2120;2.822757720;-0.534482288;0.192970809;1615.046997070
2121;2.822800636;-0.526826429;0.189669437;1608.660278320
2122;2.812434959;-0.524682807;0.195190486;1607.382934570
2123;2.813854217;-0.520379543;0.192431459;1598.345703125
2124;2.822845268;-0.519146156;0.186382789;1602.484985351
2125;2.818320083;-0.512660741;0.186382789;1591.046630859
2126;2.799875497;-0.504918813;0.194106092;1590.403076171
2127;2.815233993;-0.505891609;0.185347938;1597.000976562
2128;2.819842147;-0.504690074;0.182096214;1602.513671875
2129;2.812090396;-0.500338554;0.184834785;1596.319091796
2130;2.821397304;-0.500338554;0.179354896;1593.822143554
2131;2.818272399;-0.494783306;0.178858995;1593.236206054
2132;2.811968326;-0.491418218;0.181092643;1597.625366210
2133;2.807063293;-0.484826183;0.181092643;1586.763305664
2134;2.816687583;-0.490248823;0.177875256;1603.214965820
2135;2.810196113;-0.481463050;0.177875256;1588.770507812
2136;2.819842147;-0.480312728;0.171954369;1593.197875976
2137;2.811712265;-0.475896406;0.174672183;1587.291503906
2138;2.818194866;-0.471459960;0.169233980;1577.879516601
2139;2.813263416;-0.470328998;0.171483445;1585.927734375
2140;2.823142528;-0.469203090;0.165600347;1590.470458984
2141;2.811577796;-0.466984605;0.171015024;1589.327392578
2142;2.801418781;-0.458092164;0.172775268;1594.014160156
2143;2.801105022;-0.452474880;0.170549178;1575.718627929
2144;2.804666328;-0.455861330;0.170085802;1589.404296875
2145;2.809533309;-0.448058700;0.164252624;1583.891479492
2146;2.812922000;-0.445812320;0.161562871;1579.416015625
2147;2.809353065;-0.440240526;0.161125469;1579.771362304
2148;2.812922000;-0.444740009;0.161125469;1586.378906250
2149;2.809353065;-0.439180850;0.160690402;1586.753784179
2150;2.810993003;-0.433623266;0.157586550;1586.100585937
2151;2.798568725;-0.431364822;0.162926435;1585.130615234
2152;2.814494609;-0.431364822;0.154913163;1581.759521484
2153;2.805454730;-0.426833868;0.157586550;1576.448608398
2154;2.805191230;-0.417971515;0.154082288;1579.925170898
2155;2.818014144;-0.421262311;0.149157142;1573.874755859
2156;2.808772563;-0.415693330;0.151420583;1575.718627929
2157;2.797786951;-0.414688968;0.156322789;1584.967285156
2158;2.805191230;-0.416963005;0.153670167;1586.984130859
2159;2.808772563;-0.414688968;0.151015353;1582.777587890
2160;2.808772563;-0.413689184;0.150612258;1589.855712890
2161;2.802958297;-0.406852579;0.150612258;1580.607055664
2162;2.806610298;-0.403586292;0.147568082;1583.593750000
2163;2.800976562;-0.403586292;0.150211310;1584.659912109
2164;2.816025543;-0.400328588;0.141897068;1585.610717773
2165;2.810133743;-0.393450689;0.141897068;1576.650146484
2166;2.817908096;-0.395747680;0.139254558;1578.609375000
2167;2.804339599;-0.393450689;0.144537568;1577.677734375
2168;2.806090545;-0.386960868;0.141146302;1585.063354492
2169;2.804033279;-0.385594224;0.141520690;1574.998168945
2170;2.809941482;-0.384659528;0.138517427;1581.144897460
2171;2.815873908;-0.384659528;0.135886597;1580.155761718
2172;2.809741497;-0.377729868;0.135886597;1571.541015625
2173;2.797713041;-0.375900244;0.140403389;1587.906127929
2174;2.799436807;-0.371277308;0.137787997;1581.250610351
2175;2.809533309;-0.369858622;0.132901799;1569.303222656
2176;2.815622806;-0.361100292;0.126972794;1573.557617187
2177;2.809316158;-0.360223293;0.129248929;1581.721069335
2178;2.803036880;-0.360223293;0.131856489;1582.671875000
2179;2.807131004;-0.357030034;0.128910791;1586.254150390
2180;2.804917812;-0.353846025;0.128574382;1590.825683593
2181;2.798568725;-0.353846025;0.131168663;1591.776489257
2182;2.798106431;-0.346863031;0.128574382;1582.844726562
2183;2.804592895;-0.345183801;0.125323998;1596.511230468
2184;2.799977302;-0.341355895;0.125650346;1583.977905273
2185;2.810913848;-0.338193893;0.120153343;1586.897583007
2186;2.792821645;-0.332704734;0.124999320;1590.921875000
2187;2.806268501;-0.332704734;0.119841802;1589.116210937
2188;2.810709953;-0.329562878;0.116957247;1593.063476562
2189;2.805954170;-0.324880409;0.116957247;1588.069335937
2190;2.805954170;-0.324092435;0.116655433;1595.435791015
2191;2.810496520;-0.320971131;0.113792002;1599.498168945
2192;2.801064968;-0.318630433;0.116355168;1597.903930664
2193;2.817500305;-0.320971131;0.111227345;1598.662597656
2194;2.795456886;-0.306873035;0.113792002;1585.092163085
2195;2.805280208;-0.308480477;0.110941553;1594.014282226
2196;2.804917812;-0.299947147;0.107827568;1601.063476562
2197;2.794847488;-0.297593135;0.110374331;1599.584472656
2198;2.807184696;-0.294519948;0.105010771;1603.157226562
2199;2.799643039;-0.294519948;0.107552516;1603.954345703
2200;2.799119710;-0.287442665;0.105010771;1596.443969726
2201;2.814633846;-0.286745405;0.099668655;1602.388793945
2202;2.804136753;-0.283695888;0.101947128;1608.449096679
2203;2.803714561;-0.276609873;0.099415416;1601.207763671
2204;2.811756134;-0.276609873;0.096882438;1600.468261718
2205;2.784816026;-0.273576307;0.104212927;1608.141845703
2206;2.797987699;-0.271209955;0.099163475;1604.501831054
2207;2.817117500;-0.272914314;0.093870878;1612.684570312
2208;2.819842147;-0.268188762;0.091348114;1607.796142578
2209;2.808669567;-0.265821409;0.093870878;1606.432373046
2210;2.805758666;-0.262812662;0.093634023;1611.944824218
2211;2.805758666;-0.262812662;0.093634023;1611.944824218
2212;2.814028263;-0.255698919;0.088599920;1604.540161132
2213;2.796724796;-0.255079317;0.093398361;1613.500732421
2214;2.796037197;-0.247353982;0.090659894;1614.547607421
2215;2.822845268;-0.247353982;0.083141241;1612.559570312
2216;2.792821645;-0.244385910;0.090432767;1620.252319335
2217;2.795307159;-0.239637470;0.087933864;1615.805664062
2218;2.801210880;-0.236685013;0.085220241;1620.924560546
2219;2.788602352;-0.233743166;0.087495336;1627.407226562
2220;2.794531106;-0.231930780;0.085220241;1617.275024414
2221;2.810496520;-0.236685013;0.082725343;1620.281127929
2222;2.806855964;-0.226068377;0.079829983;1627.762817382
2223;2.797192335;-0.225523567;0.082109241;1636.079833984
2224;2.796435117;-0.218404865;0.079631748;1630.240722656
2225;2.803450107;-0.223153233;0.079631748;1633.698120117
2226;2.782822132;-0.216026926;0.082109241;1629.165039062
2227;2.809875679;-0.220248723;0.076962113;1639.066650390
2228;2.769038438;-0.213131022;0.084376306;1635.839721679
2229;2.781533479;-0.207871365;0.079238204;1638.999389648
2230;2.788050651;-0.205494475;0.076771883;1636.771240234
2231;2.794757843;-0.202626132;0.074121384;1642.331909179
2232;2.776074409;-0.197395563;0.076394252;1647.537353515
2233;2.773611783;-0.202626132;0.079042887;1643.522827148
2234;2.793825626;-0.195020275;0.071482934;1644.838623046
2235;2.767650842;-0.192179870;0.076206817;1652.252807617
2236;2.763298749;-0.190263023;0.076394252;1642.956176757
2237;2.781399488;-0.187881107;0.071482934;1640.315063476
2238;2.781399488;-0.187429132;0.071307468;1648.103881835
2239;2.784284114;-0.182230854;0.068687844;1652.444824218
2240;2.800236892;-0.184606132;0.066242008;1653.366821289
2241;2.784284114;-0.182230854;0.068687844;1652.444824218
2242;2.787333250;-0.177474093;0.066242008;1649.073852539
2243;2.765952587;-0.172294259;0.068520021;1654.663330078
2244;2.798568725;-0.169914340;0.061198000;1651.782226562
2245;2.790561914;-0.171881246;0.063484258;1661.472778320
2246;2.768604993;-0.167130422;0.065919027;1659.292724609
2247;2.768604993;-0.166730308;0.065758705;1667.158325195
2248;2.784458637;-0.161982879;0.060900211;1663.547241210
2249;2.774418830;-0.157228050;0.060900211;1661.011718750
2250;2.779505252;-0.159606385;0.060900211;1662.269897460
2251;2.791547775;-0.152100791;0.055902767;1665.516113281
2252;2.777613878;-0.151737260;0.058186674;1673.871459960
2253;2.781026840;-0.146990394;0.055767354;1671.038330078
2254;2.775536298;-0.144614434;0.055767354;1669.876220703
2255;2.761086463;-0.144614434;0.058186674;1670.327636718
2256;2.804917812;-0.144269123;0.050803704;1676.954467773
2257;2.794206857;-0.139523386;0.050803704;1674.687866210
2258;2.736701011;-0.134449672;0.057906203;1681.737060546
2259;2.794206857;-0.139190697;0.050681200;1682.630249023
2260;2.786887168;-0.129393482;0.048155517;1685.895507812
2261;2.786887168;-0.129393482;0.048155517;1685.895507812
2262;2.757775068;-0.124651539;0.050559287;1684.253295898
2263;2.791278600;-0.124651539;0.045751185;1683.484985351
2264;2.754068851;-0.117248225;0.048039937;1688.930419921
2265;2.775845527;-0.112772500;0.043346328;1678.375610351
2266;2.775845527;-0.112503707;0.043242259;1686.356567382
2267;2.782822132;-0.114876616;0.043242259;1687.268920898
2268;2.782822132;-0.114876616;0.043242259;1687.268920898
2269;2.780389070;-0.107754099;0.040842666;1684.253295898
2270;2.736701011;-0.100380897;0.043138689;1690.082885742
2271;2.785373210;-0.102754330;0.038350491;1690.246215820
2272;2.792821645;-0.105126607;0.038350491;1691.081787109
2273;2.748534679;-0.098006353;0.040744829;1688.949707031
2274;2.761086463;-0.095403270;0.038258833;1695.874389648
2275;2.790864944;-0.098006353;0.035955719;1688.334960937
2276;2.761086463;-0.095403270;0.038258833;1695.874389648
2277;2.752275943;-0.093032093;0.038258833;1695.115600585
2278;2.752275943;-0.092811346;0.038167610;1703.154174804
2279;2.710900306;-0.088077020;0.040550556;1702.011352539
2280;2.756435155;-0.087868394;0.035699110;1709.454345703
2281;2.746801614;-0.085505285;0.035699110;1708.753295898
2282;2.726100683;-0.080776243;0.035699110;1707.408813476
2283;2.792821645;-0.078410339;0.028563656;1705.987304687
2284;2.740363836;-0.078224859;0.033241910;1714.563720703
2285;2.755710124;-0.076043553;0.030942499;1705.603149414
2286;2.761086463;-0.071138658;0.028495847;1712.249145507
2287;2.691833019;-0.068774976;0.033241910;1712.181884765
2288;2.736701011;-0.066253604;0.028428359;1719.231079101
2289;2.723368406;-0.063893947;0.028428359;1718.702880859
2290;2.754717111;-0.063893947;0.026060450;1718.482055664
2291;2.786887168;-0.063893947;0.023692247;1718.280273437
2292;2.746801614;-0.056676826;0.023636260;1724.926269531
2293;2.711830377;-0.056543436;0.025937581;1733.262573242
2294;2.642246007;-0.051962637;0.028361188;1724.465332031
2295;2.736701011;-0.049487862;0.021223230;1731.581909179
2296;2.761086463;-0.047134876;0.018865686;1731.024902343
2297;2.677945137;-0.047134876;0.023580534;1731.370605468
2298;2.743070363;-0.044676136;0.018821308;1738.803955078
2299;2.718738794;-0.046804194;0.021074161;1755.707275390
2300;2.677945137;-0.042327642;0.021173305;1738.611938476
2301;2.651635408;-0.035279476;0.018821308;1737.497802734
2302;2.647651433;-0.030506966;0.016430447;1744.988891601
2303;2.729182243;-0.037541036;0.016430447;1745.824462890
2304;2.736701011;-0.032852027;0.014083577;1745.123413085
2305;2.613518238;-0.028095650;0.016391974;1752.941284179
2306;2.723368406;-0.021074161;0.009367407;1752.019409179
2307;2.714965343;-0.025695276;0.011681712;1760.701416015
2308;2.553590059;-0.021024940;0.014017773;1760.422851562
2309;2.634494304;-0.021024940;0.011681712;1760.317260742
2310;2.356194496;-0.013985103;0.013985103;1768.221313476
2311;2.356194496;-0.013985103;0.013985103;1768.221313476
2312;1.951302719;-0.004661971;0.011654484;1767.808349609
2313;2.498091697;-0.009323740;0.006992893;1767.769897460
2314;2.034443855;-0.004661971;0.009323740;1767.721923828
2315;1.892546844;-0.004640338;0.013920214;1784.432739257
2316;1.570796394;0.000000000;0.006992893;1767.616210937
2317;2.677945137;-0.004640338;0.002320181;1784.096557617
2318;1.373400807;0.002320181;0.011600408;1784.298339843
2319;1.249045848;0.002320181;0.006960444;1784.144653320
2320;1.107148766;0.002314811;0.004629597;1792.384765625
2321;0.643501091;0.009258996;0.006944333;1792.576904296
2322;0.197395563;0.011573557;0.002314811;1792.586547851
2323;0.244978666;0.009258996;0.002314811;1792.500000000
2324;0.278299617;0.016202285;0.004629597;1792.845825195
2325;0.000000000;0.013887996;0.000000000;1792.682495117
2326;-0.404891777;0.016202285;-0.006944333;1792.893798828
2327;-0.404891777;0.016164875;-0.006928296;1801.201171875
2328;-0.110657227;0.020734355;-0.002304143;1809.758300781
2329;-0.090659894;0.025340197;-0.002304143;1810.142456054
2330;-0.179853510;0.025340197;-0.004608263;1810.171264648
2331;-0.099668655;0.023090581;-0.002309465;1801.614135742
2332;-0.152649331;0.029944963;-0.004608263;1810.632324218
2333;0.000000000;0.027579214;0.000000000;1818.699584960
2334;0.000000000;0.027579214;0.000000000;1818.699584960
2335;-0.266252040;0.025281968;-0.006896442;1818.565185546
2336;-0.298498916;0.029944963;-0.009216329;1810.747558593
2337;-0.066568164;0.034469101;-0.002298846;1819.487182617
2338;-0.185347938;0.036849670;-0.006912333;1811.515869140
2339;-0.174672198;0.039060587;-0.006896442;1820.178588867
2340;-0.286051416;0.039060587;-0.011493747;1820.332275390
2341;-0.257323694;0.043550429;-0.011467387;1829.389160156
2342;-0.305878853;0.043550429;-0.013760600;1829.494750976
2343;-0.207496213;0.043550429;-0.009174055;1829.302734375
2344;-0.266252040;0.050415949;-0.013760600;1830.676025390
2345;-0.266252040;0.050300784;-0.013729116;1839.060302734
2346;-0.205395388;0.054864792;-0.011441148;1839.838256835
2347;-0.244978666;0.054864792;-0.013729116;1839.943969726
2348;-0.253674077;0.061565928;-0.015980376;1849.941650390
2349;-0.262994742;0.059291152;-0.015980376;1849.432617187
2350;-0.253674077;0.061565928;-0.015980376;1849.941650390
2351;-0.244978666;0.063695044;-0.015943977;1858.892578125
2352;-0.229231953;0.068386344;-0.015980376;1851.583862304
2353;-0.229231953;0.068542337;-0.016016936;1843.180419921
2354;-0.274167442;0.072764244;-0.020498266;1861.504882812
2355;-0.274167442;0.072764244;-0.020498266;1861.504882812
2356;-0.274167442;0.072764244;-0.020498266;1861.504882812
2357;-0.251690006;0.079558372;-0.020498266;1863.435302734
2358;-0.278299665;0.079378314;-0.022723360;1872.059692382
2359;-0.231090664;0.077294445;-0.018221216;1862.609375000
2360;-0.238609313;0.083893537;-0.020451693;1873.260131835
2361;-0.238609313;0.083704185;-0.020405330;1881.721191406
2362;-0.257323694;0.086149873;-0.022723360;1874.162963867
2363;-0.313620662;0.083893537;-0.027265968;1873.865234375
2364;-0.268366217;0.090455436;-0.024938139;1884.323852539
2365;-0.305878853;0.085955486;-0.027204174;1883.046508789
2366;-0.291456794;0.090455436;-0.027204174;1884.544799804
2367;-0.284730434;0.092704048;-0.027204174;1885.322753906
2368;-0.272145891;0.097198410;-0.027204174;1886.936157226
2369;-0.272145891;0.097198410;-0.027204174;1886.936157226
2370;-0.300171184;0.094525585;-0.029336953;1903.339721679
2371;-0.256151390;0.094738159;-0.024881742;1894.379150390
2372;-0.348770999;0.098998117;-0.036101694;1905.827148437
2373;-0.321750521;0.101460361;-0.033923628;1897.884643554
2374;-0.295440864;0.103466677;-0.031592192;1906.979614257
2375;-0.269849157;0.105699408;-0.029336953;1907.613403320
2376;-0.233743166;0.140950989;-0.033770937;1933.573120117
2377;-0.273008704;0.112140166;-0.031521084;1919.186279296
2378;-0.298498916;0.116846799;-0.036101694;1913.203002929
2379;-0.297064189;0.109915566;-0.033770937;1918.514038085
2380;-0.231090688;0.114363658;-0.027020452;1919.656982421
2381;-0.315970301;0.116586017;-0.038269596;1922.038696289
2382;-0.293186902;0.118542707;-0.035939574;1931.268432617
2383;-0.304992341;0.121027219;-0.038269596;1924.074707031
2384;-0.310387420;0.118807209;-0.038269596;1923.047119140
2385;-0.321750545;0.120757889;-0.040427398;1932.949096679
2386;-0.299776058;0.123246049;-0.038269596;1925.121582031
2387;-0.283095788;0.122971868;-0.035939574;1933.342895507
2388;-0.289846467;0.127396178;-0.038183684;1935.811157226
2389;-0.296115131;0.131523323;-0.040336852;1946.932495117
2390;-0.311546802;0.132108938;-0.042766704;1930.192504882
2391;-0.321750545;0.134023189;-0.044913587;1940.248168945
2392;-0.306676340;0.134023189;-0.042670712;1939.873535156
2393;-0.291456794;0.133726263;-0.040336852;1948.075317382
2394;-0.297365169;0.138128221;-0.042575154;1950.774047851
2395;-0.312042117;0.138128221;-0.044813022;1951.148681640
2396;-0.298498897;0.144721021;-0.044813022;1954.807739257
2397;-0.312491536;0.144401764;-0.046945343;1963.777832031
2398;-0.335967636;0.140327205;-0.049287405;1953.155883789
2399;-0.326358795;0.144721021;-0.049287405;1955.614501953
2400;-0.303734445;0.148780560;-0.046945343;1966.313232421
2401;-0.335324382;0.146591854;-0.051408805;1965.881103515
2402;-0.291456747;0.154996752;-0.046840710;1978.856079101
2403;-0.330297350;0.155337944;-0.053639769;1971.557128906
2404;-0.270946836;0.159702110;-0.044712905;1972.594360351
2405;-0.292713050;0.161881899;-0.049177317;1974.793579101
2406;-0.330297350;0.154996752;-0.053520269;1980.152709960
2407;-0.321750545;0.159702110;-0.053639769;1974.284667968
2408;-0.321750545;0.159351644;-0.053520269;1982.880249023
2409;-0.321750545;0.159351644;-0.053520269;1982.880249023
2410;-0.309702920;0.165872550;-0.053520269;1987.115600585
2411;-0.325799107;0.163700461;-0.055745754;1986.155151367
2412;-0.301345205;0.163700461;-0.051294250;1985.233154296
